ID,Avg_Temperature,Radiation,Rain_Amount,Wind_Speed,Wind_Direction
86172,30.65,25.09,3.74,11.74,225.99
86173,30.65,25.09,3.74,11.74,225.99
86174,30.65,25.09,3.74,11.74,225.99
86175,30.65,25.09,3.74,11.74,225.99
86176,30.65,25.09,3.74,11.74,225.99
86177,30.65,25.09,3.74,11.74,225.99
86178,30.65,25.09,3.74,11.74,225.99
86179,30.65,25.09,3.74,11.74,225.99
86180,30.65,25.09,3.74,11.74,225.99
86181,30.65,25.09,3.74,11.74,225.99
86182,30.65,25.09,3.74,11.74,225.99
86183,30.65,25.09,3.74,11.74,225.99
86184,30.65,25.09,3.74,11.74,225.99
86185,30.65,25.09,3.74,11.74,225.99
86186,30.65,25.09,3.74,11.74,225.99
86187,30.65,25.09,3.74,11.74,225.99
86188,30.65,25.09,3.74,11.74,225.99
86189,30.65,25.09,3.74,11.74,225.99
86190,30.65,25.09,3.74,11.74,225.99
86191,30.65,25.09,3.74,11.74,225.99
86192,30.65,25.09,3.74,11.74,225.99
86193,30.65,25.09,3.74,11.74,225.99
86194,30.65,25.09,3.74,11.74,225.99
86195,30.65,25.09,3.74,11.74,225.99
86196,30.65,25.09,3.74,11.74,225.99
86197,30.65,25.09,3.74,11.74,225.99
86198,30.65,25.09,3.74,11.74,225.99
86199,30.65,25.09,3.74,11.74,225.99
86200,30.65,25.09,3.74,11.74,225.99
86201,30.65,25.09,3.74,11.74,225.99
86202,30.65,25.09,3.74,11.74,225.99
86203,30.65,25.09,3.74,11.74,225.99
86204,30.65,25.09,3.74,11.74,225.99
86205,30.65,25.09,3.74,11.74,225.99
86206,30.65,25.09,3.74,11.74,225.99
86207,30.65,25.09,3.74,11.74,225.99
86208,30.65,25.09,3.74,11.74,225.99
86209,30.65,25.09,3.74,11.74,225.99
86210,30.65,25.09,3.74,11.74,225.99
86211,30.65,25.09,3.74,11.74,225.99
86212,30.65,25.09,3.74,11.74,225.99
86213,30.65,25.09,3.74,11.74,225.99
86214,30.65,25.09,3.74,11.74,225.99
86215,30.65,25.09,3.74,11.74,225.99
86216,30.65,25.09,3.74,11.74,225.99
86217,30.65,25.09,3.74,11.74,225.99
86218,30.65,25.09,3.74,11.74,225.99
86219,30.65,25.09,3.74,11.74,225.99
86220,30.65,25.09,3.74,11.74,225.99
86221,30.65,25.09,3.74,11.74,225.99
86222,30.65,25.09,3.74,11.74,225.99
86223,30.65,25.09,3.74,11.74,225.99
86224,30.65,25.09,3.74,11.74,225.99
86225,30.65,25.09,3.74,11.74,225.99
86226,30.65,25.09,3.74,11.74,225.99
86227,30.65,25.09,3.74,11.74,225.99
86228,30.65,25.09,3.74,11.74,225.99
86229,30.65,25.09,3.74,11.74,225.99
86230,30.65,25.09,3.74,11.74,225.99
86231,30.65,25.09,3.74,11.74,225.99
86232,30.65,25.09,3.74,11.74,225.99
86233,30.65,25.09,3.74,11.74,225.99
86234,30.65,25.09,3.74,11.74,225.99
86235,30.65,25.09,3.74,11.74,225.99
86236,30.65,25.09,3.74,11.74,225.99
86237,30.65,25.09,3.74,11.74,225.99
86238,30.65,25.09,3.74,11.74,225.99
86239,30.65,25.09,3.74,11.74,225.99
86240,30.65,25.09,3.74,11.74,225.99
86241,30.65,25.09,3.74,11.74,225.99
86242,30.65,25.09,3.74,11.74,225.99
86243,30.65,25.09,3.74,11.74,225.99
86244,30.65,25.09,3.74,11.74,225.99
86245,30.65,25.09,3.74,11.74,225.99
86246,30.65,25.09,3.74,11.74,225.99
86247,30.65,25.09,3.74,11.74,225.99
86248,30.65,25.09,3.74,11.74,225.99
86249,30.65,25.09,3.74,11.74,225.99
86250,30.65,25.09,3.74,11.74,225.99
86251,30.65,25.09,3.74,11.74,225.99
86252,30.65,25.09,3.74,11.74,225.99
86253,30.65,25.09,3.74,11.74,225.99
86254,30.65,25.09,3.74,11.74,225.99
86255,30.65,25.09,3.74,11.74,225.99
86256,30.65,25.09,3.74,11.74,225.99
86257,30.65,25.09,3.74,11.74,225.99
86258,30.65,25.09,3.74,11.74,225.99
86259,30.65,25.09,3.74,11.74,225.99
86260,30.65,25.09,3.74,11.74,225.99
86261,30.65,25.09,3.74,11.74,225.99
86262,30.65,25.09,3.74,11.74,225.99
86263,30.65,25.09,3.74,11.74,225.99
86264,30.65,25.09,3.74,11.74,225.99
86265,30.65,25.09,3.74,11.74,225.99
86266,30.65,25.09,3.74,11.74,225.99
86267,30.65,25.09,3.74,11.74,225.99
86268,30.65,25.09,3.74,11.74,225.99
86269,30.65,25.09,3.74,11.74,225.99
86270,30.65,25.09,3.74,11.74,225.99
86271,30.65,25.09,3.74,11.74,225.99
86272,30.65,25.09,3.74,11.74,225.99
86273,30.65,25.09,3.74,11.74,225.99
86274,30.65,25.09,3.74,11.74,225.99
86275,30.65,25.09,3.74,11.74,225.99
86276,30.65,25.09,3.74,11.74,225.99
86277,30.65,25.09,3.74,11.74,225.99
86278,30.65,25.09,3.74,11.74,225.99
86279,30.65,25.09,3.74,11.74,225.99
86280,30.65,25.09,3.74,11.74,225.99
86281,30.65,25.09,3.74,11.74,225.99
86282,30.65,25.09,3.74,11.74,225.99
86283,30.65,25.09,3.74,11.74,225.99
86284,30.65,25.09,3.74,11.74,225.99
86285,30.65,25.09,3.74,11.74,225.99
86286,30.65,25.09,3.74,11.74,225.99
86287,30.65,25.09,3.74,11.74,225.99
86288,30.65,25.09,3.74,11.74,225.99
86289,30.65,25.09,3.74,11.74,225.99
86290,30.65,25.09,3.74,11.74,225.99
86291,30.65,25.09,3.74,11.74,225.99
86292,30.65,25.09,3.74,11.74,225.99
86293,30.65,25.09,3.74,11.74,225.99
86294,30.65,25.09,3.74,11.74,225.99
86295,30.65,25.09,3.74,11.74,225.99
86296,30.65,25.09,3.74,11.74,225.99
86297,30.65,25.09,3.74,11.74,225.99
86298,30.65,25.09,3.74,11.74,225.99
86299,30.65,25.09,3.74,11.74,225.99
86300,30.65,25.09,3.74,11.74,225.99
86301,30.65,25.09,3.74,11.74,225.99
86302,30.65,25.09,3.74,11.74,225.99
86303,30.65,25.09,3.74,11.74,225.99
86304,30.65,25.09,3.74,11.74,225.99
86305,30.65,25.09,3.74,11.74,225.99
86306,30.65,25.09,3.74,11.74,225.99
86307,30.65,25.09,3.74,11.74,225.99
86308,30.65,25.09,3.74,11.74,225.99
86309,30.65,25.09,3.74,11.74,225.99
86310,30.65,25.09,3.74,11.74,225.99
86311,30.65,25.09,3.74,11.74,225.99
86312,30.65,25.09,3.74,11.74,225.99
86313,30.65,25.09,3.74,11.74,225.99
86314,30.65,25.09,3.74,11.74,225.99
86315,30.65,25.09,3.74,11.74,225.99
86316,30.65,25.09,3.74,11.74,225.99
86317,30.65,25.09,3.74,11.74,225.99
86318,30.65,25.09,3.74,11.74,225.99
86319,30.65,25.09,3.74,11.74,225.99
86320,30.65,25.09,3.74,11.74,225.99
86321,30.65,25.09,3.74,11.74,225.99
86322,30.65,25.09,3.74,11.74,225.99
86323,30.65,25.09,3.74,11.74,225.99
86324,30.65,25.09,3.74,11.74,225.99
86325,30.65,25.09,3.74,11.74,225.99
86326,30.65,25.09,3.74,11.74,225.99
86327,30.65,25.09,3.74,11.74,225.99
86328,30.65,25.09,3.74,11.74,225.99
86329,30.65,25.09,3.74,11.74,225.99
86330,30.65,25.09,3.74,11.74,225.99
86331,30.65,25.09,3.74,11.74,225.99
86332,30.65,25.09,3.74,11.74,225.99
86333,30.65,25.09,3.74,11.74,225.99
86334,30.65,25.09,3.74,11.74,225.99
86335,30.65,25.09,3.74,11.74,225.99
86336,30.65,25.09,3.74,11.74,225.99
86337,30.65,25.09,3.74,11.74,225.99
86338,30.65,25.09,3.74,11.74,225.99
86339,30.65,25.09,3.74,11.74,225.99
86340,30.65,25.09,3.74,11.74,225.99
86341,30.65,25.09,3.74,11.74,225.99
86342,30.65,25.09,3.74,11.74,225.99
86343,30.65,25.09,3.74,11.74,225.99
86344,30.65,25.09,3.74,11.74,225.99
86345,30.65,25.09,3.74,11.74,225.99
86346,30.65,25.09,3.74,11.74,225.99
86347,30.65,25.09,3.74,11.74,225.99
86348,30.65,25.09,3.74,11.74,225.99
86349,30.65,25.09,3.74,11.74,225.99
86350,30.65,25.09,3.74,11.74,225.99
86351,30.65,25.09,3.74,11.74,225.99
86352,30.65,25.09,3.74,11.74,225.99
86353,30.65,25.09,3.74,11.74,225.99
86354,30.65,25.09,3.74,11.74,225.99
86355,30.65,25.09,3.74,11.74,225.99
86356,30.65,25.09,3.74,11.74,225.99
86357,30.65,25.09,3.74,11.74,225.99
86358,30.65,25.09,3.74,11.74,225.99
86359,30.65,25.09,3.74,11.74,225.99
86360,30.65,25.09,3.74,11.74,225.99
86361,30.65,25.09,3.74,11.74,225.99
86362,30.65,25.09,3.74,11.74,225.99
86363,30.65,25.09,3.74,11.74,225.99
86364,30.65,25.09,3.74,11.74,225.99
86365,30.65,25.09,3.74,11.74,225.99
86366,30.65,25.09,3.74,11.74,225.99
86367,30.65,25.09,3.74,11.74,225.99
86368,30.65,25.09,3.74,11.74,225.99
86369,30.65,25.09,3.74,11.74,225.99
86370,30.65,25.09,3.74,11.74,225.99
86371,30.65,25.09,3.74,11.74,225.99
86372,30.65,25.09,3.74,11.74,225.99
86373,30.65,25.09,3.74,11.74,225.99
86374,30.65,25.09,3.74,11.74,225.99
86375,30.65,25.09,3.74,11.74,225.99
86376,30.65,25.09,3.74,11.74,225.99
86377,30.65,25.09,3.74,11.74,225.99
86378,30.65,25.09,3.74,11.74,225.99
86379,30.65,25.09,3.74,11.74,225.99
86380,30.65,25.09,3.74,11.74,225.99
86381,30.65,25.09,3.74,11.74,225.99
86382,30.65,25.09,3.74,11.74,225.99
86383,30.65,25.09,3.74,11.74,225.99
86384,30.65,25.09,3.74,11.74,225.99
86385,30.65,25.09,3.74,11.74,225.99
86386,30.65,25.09,3.74,11.74,225.99
86387,30.65,25.09,3.74,11.74,225.99
86388,30.65,25.09,3.74,11.74,225.99
86389,30.65,25.09,3.74,11.74,225.99
86390,30.65,25.09,3.74,11.74,225.99
86391,30.65,25.09,3.74,11.74,225.99
86392,30.65,25.09,3.74,11.74,225.99
86393,30.65,25.09,3.74,11.74,225.99
86394,30.65,25.09,3.74,11.74,225.99
86395,30.65,25.09,3.74,11.74,225.99
86396,30.65,25.09,3.74,11.74,225.99
86397,30.65,25.09,3.74,11.74,225.99
86398,30.65,25.09,3.74,11.74,225.99
86399,30.65,25.09,3.74,11.74,225.99
86400,30.65,25.09,3.74,11.74,225.99
86401,30.65,25.09,3.74,11.74,225.99
86402,30.65,25.09,3.74,11.74,225.99
86403,30.65,25.09,3.74,11.74,225.99
86404,30.65,25.09,3.74,11.74,225.99
86405,30.65,25.09,3.74,11.74,225.99
86406,30.65,25.09,3.74,11.74,225.99
86407,30.65,25.09,3.74,11.74,225.99
86408,30.65,25.09,3.74,11.74,225.99
86409,30.65,25.09,3.74,11.74,225.99
86410,30.65,25.09,3.74,11.74,225.99
86411,30.65,25.09,3.74,11.74,225.99
86412,30.65,25.09,3.74,11.74,225.99
86413,30.65,25.09,3.74,11.74,225.99
86414,30.65,25.09,3.74,11.74,225.99
86415,30.65,25.09,3.74,11.74,225.99
86416,30.65,25.09,3.74,11.74,225.99
86417,30.65,25.09,3.74,11.74,225.99
86418,30.65,25.09,3.74,11.74,225.99
86419,30.65,25.09,3.74,11.74,225.99
86420,30.65,25.09,3.74,11.74,225.99
86421,30.65,25.09,3.74,11.74,225.99
86422,30.65,25.09,3.74,11.74,225.99
86423,30.65,25.09,3.74,11.74,225.99
86424,30.65,25.09,3.74,11.74,225.99
86425,30.65,25.09,3.74,11.74,225.99
86426,30.65,25.09,3.74,11.74,225.99
86427,30.65,25.09,3.74,11.74,225.99
86428,30.65,25.09,3.74,11.74,225.99
86429,30.65,25.09,3.74,11.74,225.99
86430,30.65,25.09,3.74,11.74,225.99
86431,30.65,25.09,3.74,11.74,225.99
86432,30.65,25.09,3.74,11.74,225.99
86433,30.65,25.09,3.74,11.74,225.99
86434,30.65,25.09,3.74,11.74,225.99
86435,30.65,25.09,3.74,11.74,225.99
86436,30.65,25.09,3.74,11.74,225.99
86437,30.65,25.09,3.74,11.74,225.99
86438,30.65,25.09,3.74,11.74,225.99
86439,30.65,25.09,3.74,11.74,225.99
86440,30.65,25.09,3.74,11.74,225.99
86441,30.65,25.09,3.74,11.74,225.99
86442,30.65,25.09,3.74,11.74,225.99
86443,30.65,25.09,3.74,11.74,225.99
86444,30.65,25.09,3.74,11.74,225.99
86445,30.65,25.09,3.74,11.74,225.99
86446,30.65,25.09,3.74,11.74,225.99
86447,30.65,25.09,3.74,11.74,225.99
86448,30.65,25.09,3.74,11.74,225.99
86449,30.65,25.09,3.74,11.74,225.99
86450,30.65,25.09,3.74,11.74,225.99
86451,30.65,25.09,3.74,11.74,225.99
86452,30.65,25.09,3.74,11.74,225.99
86453,30.65,25.09,3.74,11.74,225.99
86454,30.65,25.09,3.74,11.74,225.99
86455,30.65,25.09,3.74,11.74,225.99
86456,30.65,25.09,3.74,11.74,225.99
86457,30.65,25.09,3.74,11.74,225.99
86458,30.65,25.09,3.74,11.74,225.99
86459,30.65,25.09,3.74,11.74,225.99
86460,30.65,25.09,3.74,11.74,225.99
86461,30.65,25.09,3.74,11.74,225.99
86462,30.65,25.09,3.74,11.74,225.99
86463,30.65,25.09,3.74,11.74,225.99
86464,30.65,25.09,3.74,11.74,225.99
86465,30.65,25.09,3.74,11.74,225.99
86466,30.65,25.09,3.74,11.74,225.99
86467,30.65,25.09,3.74,11.74,225.99
86468,30.65,25.09,3.74,11.74,225.99
86469,30.65,25.09,3.74,11.74,225.99
86470,30.65,25.09,3.74,11.74,225.99
86471,30.65,25.09,3.74,11.74,225.99
86472,30.65,25.09,3.74,11.74,225.99
86473,30.65,25.09,3.74,11.74,225.99
86474,30.65,25.09,3.74,11.74,225.99
86475,30.65,25.09,3.74,11.74,225.99
86476,30.65,25.09,3.74,11.74,225.99
86477,30.65,25.09,3.74,11.74,225.99
86478,30.65,25.09,3.74,11.74,225.99
86479,30.65,25.09,3.74,11.74,225.99
86480,30.65,25.09,3.74,11.74,225.99
86481,30.65,25.09,3.74,11.74,225.99
86482,30.65,25.09,3.74,11.74,225.99
86483,30.65,25.09,3.74,11.74,225.99
86484,30.65,25.09,3.74,11.74,225.99
86485,30.65,25.09,3.74,11.74,225.99
86486,30.65,25.09,3.74,11.74,225.99
86487,30.65,25.09,3.74,11.74,225.99
86488,30.65,25.09,3.74,11.74,225.99
86489,30.65,25.09,3.74,11.74,225.99
86490,30.65,25.09,3.74,11.74,225.99
86491,30.65,25.09,3.74,11.74,225.99
86492,30.65,25.09,3.74,11.74,225.99
86493,30.65,25.09,3.74,11.74,225.99
86494,30.65,25.09,3.74,11.74,225.99
86495,30.65,25.09,3.74,11.74,225.99
86496,30.65,25.09,3.74,11.74,225.99
86497,30.65,25.09,3.74,11.74,225.99
86498,30.65,25.09,3.74,11.74,225.99
86499,30.65,25.09,3.74,11.74,225.99
86500,30.65,25.09,3.74,11.74,225.99
86501,30.65,25.09,3.74,11.74,225.99
86502,30.65,25.09,3.74,11.74,225.99
86503,30.65,25.09,3.74,11.74,225.99
86504,30.65,25.09,3.74,11.74,225.99
86505,30.65,25.09,3.74,11.74,225.99
86506,30.65,25.09,3.74,11.74,225.99
86507,30.65,25.09,3.74,11.74,225.99
86508,30.65,25.09,3.74,11.74,225.99
86509,30.65,25.09,3.74,11.74,225.99
86510,30.65,25.09,3.74,11.74,225.99
86511,30.65,25.09,3.74,11.74,225.99
86512,30.65,25.09,3.74,11.74,225.99
86513,30.65,25.09,3.74,11.74,225.99
86514,30.65,25.09,3.74,11.74,225.99
86515,30.65,25.09,3.74,11.74,225.99
86516,30.65,25.09,3.74,11.74,225.99
86517,30.65,25.09,3.74,11.74,225.99
86518,30.65,25.09,3.74,11.74,225.99
86519,30.65,25.09,3.74,11.74,225.99
86520,30.65,25.09,3.74,11.74,225.99
86521,30.65,25.09,3.74,11.74,225.99
86522,30.65,25.09,3.74,11.74,225.99
86523,30.65,25.09,3.74,11.74,225.99
86524,30.65,25.09,3.74,11.74,225.99
86525,30.65,25.09,3.74,11.74,225.99
86526,30.65,25.09,3.74,11.74,225.99
86527,30.65,25.09,3.74,11.74,225.99
86528,30.65,25.09,3.74,11.74,225.99
86529,30.65,25.09,3.74,11.74,225.99
86530,30.65,25.09,3.74,11.74,225.99
86531,30.65,25.09,3.74,11.74,225.99
86532,30.65,25.09,3.74,11.74,225.99
86533,30.65,25.09,3.74,11.74,225.99
86534,30.65,25.09,3.74,11.74,225.99
86535,30.65,25.09,3.74,11.74,225.99
86536,30.65,25.09,3.74,11.74,225.99
86537,30.65,25.09,3.74,11.74,225.99
86538,30.65,25.09,3.74,11.74,225.99
86539,30.65,25.09,3.74,11.74,225.99
86540,30.65,25.09,3.74,11.74,225.99
86541,30.65,25.09,3.74,11.74,225.99
86542,30.65,25.09,3.74,11.74,225.99
86543,30.65,25.09,3.74,11.74,225.99
86544,30.65,25.09,3.74,11.74,225.99
86545,30.65,25.09,3.74,11.74,225.99
86546,30.65,25.09,3.74,11.74,225.99
86547,30.65,25.09,3.74,11.74,225.99
86548,30.65,25.09,3.74,11.74,225.99
86549,30.65,25.09,3.74,11.74,225.99
86550,30.65,25.09,3.74,11.74,225.99
86551,30.65,25.09,3.74,11.74,225.99
86552,30.65,25.09,3.74,11.74,225.99
86553,30.65,25.09,3.74,11.74,225.99
86554,30.65,25.09,3.74,11.74,225.99
86555,30.65,25.09,3.74,11.74,225.99
86556,30.65,25.09,3.74,11.74,225.99
86557,30.65,25.09,3.74,11.74,225.99
86558,30.65,25.09,3.74,11.74,225.99
86559,30.65,25.09,3.74,11.74,225.99
86560,30.65,25.09,3.74,11.74,225.99
86561,30.65,25.09,3.74,11.74,225.99
86562,30.65,25.09,3.74,11.74,225.99
86563,30.65,25.09,3.74,11.74,225.99
86564,30.65,25.09,3.74,11.74,225.99
86565,30.65,25.09,3.74,11.74,225.99
86566,30.65,25.09,3.74,11.74,225.99
86567,30.65,25.09,3.74,11.74,225.99
86568,30.65,25.09,3.74,11.74,225.99
86569,30.65,25.09,3.74,11.74,225.99
86570,30.65,25.09,3.74,11.74,225.99
86571,30.65,25.09,3.74,11.74,225.99
86572,30.65,25.09,3.74,11.74,225.99
86573,30.65,25.09,3.74,11.74,225.99
86574,30.65,25.09,3.74,11.74,225.99
86575,30.65,25.09,3.74,11.74,225.99
86576,30.65,25.09,3.74,11.74,225.99
86577,30.65,25.09,3.74,11.74,225.99
86578,30.65,25.09,3.74,11.74,225.99
86579,30.65,25.09,3.74,11.74,225.99
86580,30.65,25.09,3.74,11.74,225.99
86581,30.65,25.09,3.74,11.74,225.99
86582,30.65,25.09,3.74,11.74,225.99
86583,30.65,25.09,3.74,11.74,225.99
86584,30.65,25.09,3.74,11.74,225.99
86585,30.65,25.09,3.74,11.74,225.99
86586,30.65,25.09,3.74,11.74,225.99
86587,30.65,25.09,3.74,11.74,225.99
86588,30.65,25.09,3.74,11.74,225.99
86589,30.65,25.09,3.74,11.74,225.99
86590,30.65,25.09,3.74,11.74,225.99
86591,30.65,25.09,3.74,11.74,225.99
86592,30.65,25.09,3.74,11.74,225.99
86593,30.65,25.09,3.74,11.74,225.99
86594,30.65,25.09,3.74,11.74,225.99
86595,30.65,25.09,3.74,11.74,225.99
86596,30.65,25.09,3.74,11.74,225.99
86597,30.65,25.09,3.74,11.74,225.99
86598,30.65,25.09,3.74,11.74,225.99
86599,30.65,25.09,3.74,11.74,225.99
86600,30.65,25.09,3.74,11.74,225.99
86601,30.65,25.09,3.74,11.74,225.99
86602,30.65,25.09,3.74,11.74,225.99
86603,30.65,25.09,3.74,11.74,225.99
86604,30.65,25.09,3.74,11.74,225.99
86605,30.65,25.09,3.74,11.74,225.99
86606,30.65,25.09,3.74,11.74,225.99
86607,30.65,25.09,3.74,11.74,225.99
86608,30.65,25.09,3.74,11.74,225.99
86609,30.65,25.09,3.74,11.74,225.99
86610,30.65,25.09,3.74,11.74,225.99
86611,30.65,25.09,3.74,11.74,225.99
86612,30.65,25.09,3.74,11.74,225.99
86613,30.65,25.09,3.74,11.74,225.99
86614,30.65,25.09,3.74,11.74,225.99
86615,30.65,25.09,3.74,11.74,225.99
86616,30.65,25.09,3.74,11.74,225.99
86617,30.65,25.09,3.74,11.74,225.99
86618,30.65,25.09,3.74,11.74,225.99
86619,30.65,25.09,3.74,11.74,225.99
86620,30.65,25.09,3.74,11.74,225.99
86621,30.65,25.09,3.74,11.74,225.99
86622,30.65,25.09,3.74,11.74,225.99
86623,30.65,25.09,3.74,11.74,225.99
86624,30.65,25.09,3.74,11.74,225.99
86625,30.65,25.09,3.74,11.74,225.99
86626,30.65,25.09,3.74,11.74,225.99
86627,30.65,25.09,3.74,11.74,225.99
86628,30.65,25.09,3.74,11.74,225.99
86629,30.65,25.09,3.74,11.74,225.99
86630,30.65,25.09,3.74,11.74,225.99
86631,30.65,25.09,3.74,11.74,225.99
86632,30.65,25.09,3.74,11.74,225.99
86633,30.65,25.09,3.74,11.74,225.99
86634,30.65,25.09,3.74,11.74,225.99
86635,30.65,25.09,3.74,11.74,225.99
86636,30.65,25.09,3.74,11.74,225.99
86637,30.65,25.09,3.74,11.74,225.99
86638,30.65,25.09,3.74,11.74,225.99
86639,30.65,25.09,3.74,11.74,225.99
86640,30.65,25.09,3.74,11.74,225.99
86641,30.65,25.09,3.74,11.74,225.99
86642,30.65,25.09,3.74,11.74,225.99
86643,30.65,25.09,3.74,11.74,225.99
86644,30.65,25.09,3.74,11.74,225.99
86645,30.65,25.09,3.74,11.74,225.99
86646,30.65,25.09,3.74,11.74,225.99
86647,30.65,25.09,3.74,11.74,225.99
86648,30.65,25.09,3.74,11.74,225.99
86649,30.65,25.09,3.74,11.74,225.99
86650,30.65,25.09,3.74,11.74,225.99
86651,30.65,25.09,3.74,11.74,225.99
86652,30.65,25.09,3.74,11.74,225.99
86653,30.65,25.09,3.74,11.74,225.99
86654,30.65,25.09,3.74,11.74,225.99
86655,30.65,25.09,3.74,11.74,225.99
86656,30.65,25.09,3.74,11.74,225.99
86657,30.65,25.09,3.74,11.74,225.99
86658,30.65,25.09,3.74,11.74,225.99
86659,30.65,25.09,3.74,11.74,225.99
86660,30.65,25.09,3.74,11.74,225.99
86661,30.65,25.09,3.74,11.74,225.99
86662,30.65,25.09,3.74,11.74,225.99
86663,30.65,25.09,3.74,11.74,225.99
86664,30.65,25.09,3.74,11.74,225.99
86665,30.65,25.09,3.74,11.74,225.99
86666,30.65,25.09,3.74,11.74,225.99
86667,30.65,25.09,3.74,11.74,225.99
86668,30.65,25.09,3.74,11.74,225.99
86669,30.65,25.09,3.74,11.74,225.99
86670,30.65,25.09,3.74,11.74,225.99
86671,30.65,25.09,3.74,11.74,225.99
86672,30.65,25.09,3.74,11.74,225.99
86673,30.65,25.09,3.74,11.74,225.99
86674,30.65,25.09,3.74,11.74,225.99
86675,30.65,25.09,3.74,11.74,225.99
86676,30.65,25.09,3.74,11.74,225.99
86677,30.65,25.09,3.74,11.74,225.99
86678,30.65,25.09,3.74,11.74,225.99
86679,30.65,25.09,3.74,11.74,225.99
86680,30.65,25.09,3.74,11.74,225.99
86681,30.65,25.09,3.74,11.74,225.99
86682,30.65,25.09,3.74,11.74,225.99
86683,30.65,25.09,3.74,11.74,225.99
86684,30.65,25.09,3.74,11.74,225.99
86685,30.65,25.09,3.74,11.74,225.99
86686,30.65,25.09,3.74,11.74,225.99
86687,30.65,25.09,3.74,11.74,225.99
86688,30.65,25.09,3.74,11.74,225.99
86689,30.65,25.09,3.74,11.74,225.99
86690,30.65,25.09,3.74,11.74,225.99
86691,30.65,25.09,3.74,11.74,225.99
86692,30.65,25.09,3.74,11.74,225.99
86693,30.65,25.09,3.74,11.74,225.99
86694,30.65,25.09,3.74,11.74,225.99
86695,30.65,25.09,3.74,11.74,225.99
86696,30.65,25.09,3.74,11.74,225.99
86697,30.65,25.09,3.74,11.74,225.99
86698,30.65,25.09,3.74,11.74,225.99
86699,30.65,25.09,3.74,11.74,225.99
86700,30.65,25.09,3.74,11.74,225.99
86701,30.65,25.09,3.74,11.74,225.99
86702,30.65,25.09,3.74,11.74,225.99
86703,30.65,25.09,3.74,11.74,225.99
86704,30.65,25.09,3.74,11.74,225.99
86705,30.65,25.09,3.74,11.74,225.99
86706,30.65,25.09,3.74,11.74,225.99
86707,30.65,25.09,3.74,11.74,225.99
86708,30.65,25.09,3.74,11.74,225.99
86709,30.65,25.09,3.74,11.74,225.99
86710,30.65,25.09,3.74,11.74,225.99
86711,30.65,25.09,3.74,11.74,225.99
86712,30.65,25.09,3.74,11.74,225.99
86713,30.65,25.09,3.74,11.74,225.99
86714,30.65,25.09,3.74,11.74,225.99
86715,30.65,25.09,3.74,11.74,225.99
86716,30.65,25.09,3.74,11.74,225.99
86717,30.65,25.09,3.74,11.74,225.99
86718,30.65,25.09,3.74,11.74,225.99
86719,30.65,25.09,3.74,11.74,225.99
86720,30.65,25.09,3.74,11.74,225.99
86721,30.65,25.09,3.74,11.74,225.99
86722,30.65,25.09,3.74,11.74,225.99
86723,30.65,25.09,3.74,11.74,225.99
86724,30.65,25.09,3.74,11.74,225.99
86725,30.65,25.09,3.74,11.74,225.99
86726,30.65,25.09,3.74,11.74,225.99
86727,30.65,25.09,3.74,11.74,225.99
86728,30.65,25.09,3.74,11.74,225.99
86729,30.65,25.09,3.74,11.74,225.99
86730,30.65,25.09,3.74,11.74,225.99
86731,30.65,25.09,3.74,11.74,225.99
86732,30.65,25.09,3.74,11.74,225.99
86733,30.65,25.09,3.74,11.74,225.99
86734,30.65,25.09,3.74,11.74,225.99
86735,30.65,25.09,3.74,11.74,225.99
86736,30.65,25.09,3.74,11.74,225.99
86737,30.65,25.09,3.74,11.74,225.99
86738,30.65,25.09,3.74,11.74,225.99
86739,30.65,25.09,3.74,11.74,225.99
86740,30.65,25.09,3.74,11.74,225.99
86741,30.65,25.09,3.74,11.74,225.99
86742,30.65,25.09,3.74,11.74,225.99
86743,30.65,25.09,3.74,11.74,225.99
86744,30.65,25.09,3.74,11.74,225.99
86745,30.65,25.09,3.74,11.74,225.99
86746,30.65,25.09,3.74,11.74,225.99
86747,30.65,25.09,3.74,11.74,225.99
86748,30.65,25.09,3.74,11.74,225.99
86749,30.65,25.09,3.74,11.74,225.99
86750,30.65,25.09,3.74,11.74,225.99
86751,30.65,25.09,3.74,11.74,225.99
86752,30.65,25.09,3.74,11.74,225.99
86753,30.65,25.09,3.74,11.74,225.99
86754,30.65,25.09,3.74,11.74,225.99
86755,30.65,25.09,3.74,11.74,225.99
86756,30.65,25.09,3.74,11.74,225.99
86757,30.65,25.09,3.74,11.74,225.99
86758,30.65,25.09,3.74,11.74,225.99
86759,30.65,25.09,3.74,11.74,225.99
86760,30.65,25.09,3.74,11.74,225.99
86761,30.65,25.09,3.74,11.74,225.99
86762,30.65,25.09,3.74,11.74,225.99
86763,30.65,25.09,3.74,11.74,225.99
86764,30.65,25.09,3.74,11.74,225.99
86765,30.65,25.09,3.74,11.74,225.99
86766,30.65,25.09,3.74,11.74,225.99
86767,30.65,25.09,3.74,11.74,225.99
86768,30.65,25.09,3.74,11.74,225.99
86769,30.65,25.09,3.74,11.74,225.99
86770,30.65,25.09,3.74,11.74,225.99
86771,30.65,25.09,3.74,11.74,225.99
86772,30.65,25.09,3.74,11.74,225.99
86773,30.65,25.09,3.74,11.74,225.99
86774,30.65,25.09,3.74,11.74,225.99
86775,30.65,25.09,3.74,11.74,225.99
86776,30.65,25.09,3.74,11.74,225.99
86777,30.65,25.09,3.74,11.74,225.99
